bundle_version,cut,window,series,series_label,vol_ann,sharpe_excess_cdi,sortino_excess_cdi,max_drawdown,pct_neg_months,worst_month,best_month,N_months,report_id
v13b1,D12M,5Y,PC,Portfólio C (TR),0.2739626968743893,0.26598283366693853,0.34438349375672345,-0.32309999999999994,0.47540983606557374,-0.3231,0.1993,61.0,REL_IND_D12M_PC_5Y
v13b1,D12M,5Y,CDI,CDI (TR),0.012378675476696894,0.0,0.0,0.0,0.0,0.0013,0.0117,61.0,REL_IND_D12M_CDI_5Y
v13b1,D12M,5Y,IBOV,Ibovespa (TR),0.23938283146458103,-0.13146827223813504,-0.16765152451177795,-0.29900000000000004,0.47540983606557374,-0.299,0.159,61.0,REL_IND_D12M_IBOV_5Y
v13b1,D12M,5Y,SP500_PR,S&P 500 BRL (Price Return),0.176434674670909,0.5982943947811636,1.0708323889415543,-0.2712857466321318,0.39344262295081966,-0.09050000000000001,0.1763,61.0,REL_IND_D12M_SP500_PR_5Y
v13b1,D12M,5Y,SP500_TR,S&P 500 BRL (Total Return),0.1767279057074397,0.6853555104780757,1.2301451172863958,-0.2624106304995526,0.39344262295081966,-0.0897,0.1777,61.0,REL_IND_D12M_SP500_TR_5Y
v13b1,D12M,10Y,PA,Portfólio A (TR),0.2267086535695225,0.389768977183886,0.6176755590655925,-0.3465524888141369,0.39669421487603307,-0.2516,0.2154,121.0,REL_IND_D12M_PA_10Y
v13b1,D12M,10Y,PB,Portfólio B (TR),0.22327670443600164,0.47215041317334583,0.6791319850281702,-0.32176764,0.39669421487603307,-0.2774,0.1602,121.0,REL_IND_D12M_PB_10Y
v13b1,D12M,10Y,PC,Portfólio C (TR),0.30050269348774294,0.41302204120701125,0.6269956903884429,-0.4138821151972588,0.4297520661157025,-0.3187,0.2666,121.0,REL_IND_D12M_PC_10Y
v13b1,D12M,10Y,CDI,CDI (TR),0.011146094449967813,0.0,0.0,0.0,0.0,0.0013,0.0121,121.0,REL_IND_D12M_CDI_10Y
v13b1,D12M,10Y,IBOV,Ibovespa (TR),0.22028438099964484,0.14280462951057896,0.20002147241561072,-0.3685573629100002,0.4214876033057851,-0.299,0.1697,121.0,REL_IND_D12M_IBOV_10Y
